survey_id,registration_id,satisfaction_score,usefulness_score,instructor_score,recommendation_score,overall_score,NPS_bucket,survey_comments,survey_submission_date
831,1106,4,5,5,4,4.5,Passive,"The Python lab during Data Science Study Group really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time! The Arduino demo during Data Science Study Group really clicked for me, I met people who want to collaborate on projects. I didn't expect this, but, the data activity during Data Science Study Group really clicked for me, the pacing made complex ideas feel doable; This was absolutely worth the time. — which surprised me in a good way.",11/28/24 10:14
832,1107,4,5,4,5,4.5,Promoter,"There were concrete examples I can reuse at school, the sketch warmups during Intro to Painting Class really clicked for me. The gallery walk during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time.",11/18/21 13:26
833,1108,5,4,5,5,4.75,Promoter,"The hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I left energized to keep learning! If I'm being honest, the hands-on segment tied everything together, the networking breakouts during Girls in STEAM Mentoring really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend.",5/28/25 4:01
834,1109,5,5,4,3,4.25,Detractor,"By the end, the color theory lesson during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school. The gallery walk during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school; It was useful overall. The mixed-media project during Monthly Art Studio Workshop really clicked for me, the mentors were down-to-earth and answered real questions (wish there had been more time).",1/16/24 22:25
835,1111,5,5,5,4,4.75,Passive,"The resume clinic during Mentor Office Hours really clicked for me, the mentors were down-to-earth and answered real questions — which surprised me in a good way! If I'm being honest, it boosted my confidence more than I expected, the mentor roundtable during Mentor Office Hours really clicked for me; I'd come again and bring a classmate next time. — which surprised me in a good way. The goal-setting exercise during Mentor Office Hours really clicked for me, the pacing made complex ideas feel doable!",10/8/23 19:23
836,1112,4,5,5,5,4.75,Promoter,"The pacing made complex ideas feel doable, the robot build during Web Dev Bootcamp Night really clicked for me. The organizers ran things smoothly even with a big crowd, the Arduino demo during Web Dev Bootcamp Night really clicked for me; I'd come again and bring a classmate next time. — next time I'd bring a friend! From my perspective, the data activity during Web Dev Bootcamp Night really clicked for me, it boosted my confidence more than I expected.",11/3/24 6:01
837,1113,5,4,4,5,4.5,Promoter,"Surprisingly, it boosted my confidence more than I expected, the panel Q&A during Girls in STEAM Mentoring really clicked for me! There were concrete examples I can reuse at school, the panel Q&A during Girls in STEAM Mentoring really clicked for me!",5/24/23 0:12
838,1114,3,5,5,4,4.25,Passive,"In my opinion, the web dev sprint during Web Dev Bootcamp Night really clicked for me, there were concrete examples I can reuse at school; I might recommend it depending on the topic. — especially for beginners! I didn't expect this, but, the robot build during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable. Overall, the data activity during Web Dev Bootcamp Night really clicked for me, I met people who want to collaborate on projects.",8/7/22 5:29
839,1115,5,4,5,4,4.5,Passive,"The resume clinic during Girls in STEAM Mentoring really clicked for me, I met people who want to collaborate on projects! I met people who want to collaborate on projects, the mentor roundtable during Girls in STEAM Mentoring really clicked for me!",6/24/25 11:20
840,1117,4,3,5,4,4,Passive,"In my opinion, I met people who want to collaborate on projects, the mixed-media project during Intro to Painting Class really clicked for me! There were concrete examples I can reuse at school, the color theory lesson during Intro to Painting Class really clicked for me; I'm curious to see how the next session improves. The organizers ran things smoothly even with a big crowd, the watercolor session during Intro to Painting Class really clicked for me.",4/19/24 8:25
841,1118,5,4,4,5,4.5,Promoter,"The pacing made complex ideas feel doable, the robot build during Robotics Lab Saturday really clicked for me; This was absolutely worth the time! The Arduino demo during Robotics Lab Saturday really clicked for me, there were concrete examples I can reuse at school; I'd come again and bring a classmate next time. There were concrete examples I can reuse at school, the Arduino demo during Robotics Lab Saturday really clicked for me (snacks were a plus).",4/20/25 5:03
842,1119,5,5,5,4,4.75,Passive,"It boosted my confidence more than I expected, the sketch warmups during Intro to Painting Class really clicked for me; I'd definitely recommend this to a friend. By the end, the mixed-media project during Intro to Painting Class really clicked for me, there were concrete examples I can reuse at school.",4/11/25 2:27
843,1120,4,4,4,5,4.25,Promoter,"The hands-on segment tied everything together, the data activity during Web Dev Bootcamp Night really clicked for me — which surprised me in a good way. To be fair, the Python lab during Web Dev Bootcamp Night really clicked for me, the pacing made complex ideas feel doable! The Arduino demo during Web Dev Bootcamp Night really clicked for me, the hands-on segment tied everything together (wish there had been more time).",2/18/23 1:24
844,1121,5,4,4,4,4.25,Passive,"The networking breakouts during Leadership Circle Meetup really clicked for me, it boosted my confidence more than I expected. To be fair, the pacing made complex ideas feel doable, the resume clinic during Leadership Circle Meetup really clicked for me; I'm curious to see how the next session improves. The hands-on segment tied everything together, the panel Q&A during Leadership Circle Meetup really clicked for me; It was useful overall.",8/16/24 22:18
845,1122,4,4,5,5,4.5,Promoter,"By the end, the gallery walk during Monthly Art Studio Workshop really clicked for me, there were concrete examples I can reuse at school; This was absolutely worth the time. The sketch warmups during Monthly Art Studio Workshop really clicked for me, the organizers ran things smoothly even with a big crowd; This pushed me to apply for a related program. Honestly, the mixed-media project during Monthly Art Studio Workshop really clicked for me, I left with actionable next steps; This was absolutely worth the time.",6/16/22 2:25
846,1123,5,4,3,4,4,Passive,"The panel Q&A during Mentor Office Hours really clicked for me, I met people who want to collaborate on projects; It was useful overall. The pacing made complex ideas feel doable, the goal-setting exercise during Mentor Office Hours really clicked for me. I didn't expect this, but, the resume clinic during Mentor Office Hours really clicked for me, it boosted my confidence more than I expected; I'd attend again with a clearer agenda.",4/21/24 12:23
